USAF,WBAN,STATION_NAME,CTRY,ST,CALL,LAT,LNG,ELEV(M),BEGIN,END
999999,12946,CORPUS CHRISTI CABANISS NAAS ,US,TX,KNGW,27.7,-97.433,+0009.1,19490201,20210605
999999,12947,COTULLA FAA AP               ,US,TX,KCOT,28.457,-99.218,+0146.0,19491001,19550101
999999,12956,MATAGORDA ISLAND AF          ,US,TX,    ,28.333,-96.450,+0002.1,19550808,19591224
999999,12957,PORT ISABEL CAMERON COUNTY AP,US,TX,KPIL,26.166,-97.346,+0005.8,19571101,20041231
999999,12958,NEW ORLEANS ALVIN CALLENDER F,US,LA,KNBG,29.817,-90.017,+0000.3,19580101,19721231
999999,12960,HOUSTON INTERCONTINENTAL AP  ,US,TX,KIAH,29.98,-95.360,+0032.0,19690601,19721231
999999,12973,OUTLYING LANDING FIELD       ,US,TX,KNVT,27.633,-97.317,+0007.6,19960702,20041231
999999,12987,EDINBURG 17 NNE              ,US,TX,    ,26.526,-98.063,+0019.5,20040219,20210422
999999,12988,LAKE PALOURD BASE HELIPORT   ,US,LA,    ,29.693,-91.099,+0001.5,20140801,20161104
999999,12989,CAMERON HELIPORT             ,US,LA,    ,29.783,-93.300,+0000.9,20050601,20050912
999999,12990,GRAND ISLE (SAWRS)           ,US,LA,KGNI,29.192,-90.075,+0002.1,20050601,20050712
999999,12991,GULF OF MEXICO               ,US,LA,    ,28.517,-90.967,+0032.3,20050601,20050921
999999,13025,ROTA NAS                     ,US,  ,LERT,36.65,-6.350,+0027.1,19581001,19721231
999999,13301,CHILLICOTHE 22 ENE           ,US,MO,    ,39.867,-93.147,+0253.9,20050611,20210422
999999,13710,WASHINGTON DC BOLLING FIELD A,US,MD,    ,38.833,-77.017,+0018.0,19451101,19680830
999999,13711,LAURINBURG AAB               ,US,NC,    ,34.783,-79.383,+0063.1,19510715,19510902
999999,13713,GOLDSBORO SEYMOUR JOHNSON AFB,US,NC,KGSB,35.344,-77.965,+0033.5,19710101,19710101
999999,13721,PATUXENT RIVER NAS           ,US,MD,KNHK,38.3,-76.417,+0012.2,19710101,19721231
999999,13723,GREENSBORO GREENSBORO-HIGH PO,US,NC,KGSO,36.097,-79.943,+0270.1,19660101,19721231
999999,13724,ATLANTIC CITY MARINA         ,US,NJ,    ,39.378,-74.424,+0003.1,19480101,20210605
999999,13725,BALTIMORE                    ,US,MD,    ,39.25,-76.533,+0013.1,19450101,19490101
999999,13726,BLACKSTONE                   ,US,VA,    ,37.067,-77.950,+0134.1,19490101,19590101
999999,13728,DANVILLE FAA AP              ,US,VA,KDAN,36.573,-79.336,+0179.8,19490201,19550101
999999,13729,ELKINS ELKINS-RANDOLPH CO ARP,US,WV,KEKN,38.885,-79.853,+0603.2,19480101,19721231
999999,13730,FREDERICK                    ,US,MD,KFDK,39.417,-77.383,+0092.4,19480101,20041231
999999,13731,FRONT ROYAL                  ,US,VA,    ,39,-78.233,+0207.9,19490101,19560208
999999,13732,GORDONSVILLE FAA AP          ,US,VA,    ,38.067,-78.150,+0135.0,19490101,19610420
999999,13733,LYNCHBURG MUNICIPAL ARPT     ,US,VA,KLYH,37.321,-79.207,+0285.9,19480101,19721231
999999,13734,MARTINSBURG EASTERN WV REG AP,US,WV,KMRB,39.402,-77.984,+0162.8,19490101,19650101
999999,13735,MILLVILLE MUNICIPAL AP       ,US,NJ,KMIV,39.367,-75.067,+0023.2,19490101,19611001
999999,13736,MORGANTOWN MUNICIPAL AP      ,US,WV,KMGW,39.643,-79.916,+0381.9,19490201,19550101
999999,13737,NORFOLK REGIONAL ARPT        ,US,VA,KORF,36.903,-76.192,+0009.1,19480101,19721231
999999,13738,PETERSBURG                   ,US,WV,    ,39,-79.117,+0307.8,19480101,19540501
999999,13739,PHILADELPHIA INTERNATIONAL AP,US,PA,KPHL,39.868,-75.231,+0008.5,19410101,19721231
999999,13740,RICHMOND INTL AP             ,US,VA,KRIC,37.505,-77.320,+0049.7,19480101,19721231
999999,13741,ROANOKE WOODRUM ARPT         ,US,VA,KROA,37.317,-79.974,+0358.4,19480101,19721231
999999,13742,URBANNA                      ,US,VA,    ,37.633,-76.567,+0009.1,19480101,19510331
999999,13743,WASHINGTON D C WASHNGTN-HOOVE,US,VA,KDCA,38.848,-77.034,+0019.8,19700101,19721231
999999,13744,FLORENCE CITY COUNTY AP      ,US,SC,KFLO,34.185,-79.724,+0046.0,19480101,19650401
999999,13745,HATTERAS                     ,US,NC,    ,35.217,-75.683,+0003.0,19480101,19570301
999999,13746,ROCKY MOUNT                  ,US,NC,RMT ,35.967,-77.800,+0025.9,19490101,19550101
999999,13747,WARRENTON WB AP              ,US,NC,    ,36.417,-78.150,+0132.0,19480101,19480910
999999,13748,WILMINGTON                   ,US,NC,KILM,34.268,-77.900,+0011.6,19480101,19721231
999999,13749,FREDERICK AF                 ,US,MD,    ,39.433,-77.450,+0100.0,19490101,19550429
999999,13750,NORFOLK NAS                  ,US,VA,KNGU,36.95,-76.283,+0004.9,19450201,19721231
999999,13751,ANACOSTIA NAS                ,US,MD,NDV ,38.85,-77.033,+0015.8,19450301,19611031
999999,13752,U.S. NAVAL ACADEMY           ,US,MD,    ,38.991,-76.489,+0001.8,19450301,20210606
999999,13753,ATLANTIC CITY NAS            ,US,NJ,    ,39.45,-74.583,+0020.1,19450201,19580616
999999,13754,CHERRY POINT MCAS            ,US,NC,KNKT,34.9,-76.883,+0008.8,19450301,19721231
999999,13755,CHINCOTEAGUE NAS             ,US,VA,K0W8,37.933,-75.433,+0014.9,19450301,19590316
999999,13756,CAPE MAY NAS                 ,US,NJ,KN91,38.95,-74.883,+0004.9,19450201,19460501
999999,13758,CHARLESTON NAS               ,US,SC,KCLX,32.85,-79.933,+0002.1,19450301,19450807
999999,13759,CREEDS NAAS                  ,US,VA,    ,36.617,-76.017,+0011.0,19450301,19451015
999999,13760,DAHLGREN WEAPONS LAB         ,US,VA,    ,38.333,-77.033,+0006.1,19450301,19591115
999999,13762,FENTRESS NAAS                ,US,VA,KNFE,36.695,-76.136,+0004.9,19450301,20041231
999999,13763,FRANKLIN NAAS                ,US,VA,KFKN,36.698,-76.903,+0012.5,19450301,19451231
999999,13766,MANTEO NAAS                  ,US,NC,KMQI,35.917,-75.700,+0004.3,19450301,20041231
999999,13769,OCEANA NAS                   ,US,VA,KNTU,36.817,-76.033,+0006.7,19450301,19721231
999999,13771,PHILADELPHIA NAAS            ,US,PA,MUV ,39.883,-75.167,+0006.1,19450201,19610929
999999,13773,QUANTICO MCAS                ,US,VA,KNYG,38.5,-77.300,+0003.7,19450201,19721231
999999,13774,WEEKSVILLE NAF               ,US,NC,    ,36.25,-76.133,+0007.0,19520501,19570628
999999,13775,WILDWOOD NAS                 ,US,NJ,    ,38.983,-74.917,+0017.1,19450201,19451208
999999,13776,LUMBERTON MUNICIPAL AP       ,US,NC,KLBT,34.608,-79.059,+0038.4,19490101,19550101
999999,13777,BALTIMORE CUSTOM HOUSE       ,US,MD,    ,39.283,-76.617,+0004.3,19960702,20031231
999999,13781,WILMINGTON DUPONT AP         ,US,DE,KILG,39.673,-75.601,+0024.4,19480101,19721231
999999,13782,CUSTOM HOUSE (CITY OFC)      ,US,SC,    ,32.775,-79.924,+0003.1,20050101,20210605
999999,13786,ELIZABETH CITY MUNICIPAL AP  ,US,NC,KECG,36.261,-76.175,+0004.0,19710101,19981231
999999,13806,FORT CAMPBELL AAF            ,US,KY,KHOP,36.667,-87.483,+0174.7,19710101,19710101
999999,13812,LOCKBOURNE                   ,US,OH,KLCK,39.817,-82.933,+0226.8,19710101,20041231
999999,13815,ALBANY NAVAL AIR STN         ,US,GA,    ,31.583,-84.117,+0066.1,19720101,19721231
999999,13822,GREENVILLE DONALDSON AFB     ,US,SC,    ,34.767,-82.383,+0298.1,19490101,19630430
999999,13825,COLUMBUS AAF                 ,US,MS,KCBM,33.65,-88.450,+0066.8,19710101,19710101
999999,13829,FORT BENNING LAWSON          ,US,GA,KLSF,32.35,-85.000,+0070.7,19710101,19710101
999999,13839,DOTHAN REGIONAL AP           ,US,AL,KDHN,31.317,-85.450,+0107.6,20010602,20051231
999999,13853,SAVANNAH CHATHAM FIELD AAF   ,US,GA,    ,32.133,-81.200,+0015.8,19490520,19501001
999999,13855,TULLAHOMA AEDC SITE          ,US,TN,    ,35.383,-86.233,+0328.9,19630101,19690801
999999,13864,MARIETTA DOBBINS AAF         ,US,GA,KMGE,33.917,-84.517,+0325.5,19710101,19710101
999999,13865,MERIDIAN KEY FIELD           ,US,MS,KMEI,32.335,-88.744,+0094.5,19480701,19721231
999999,13866,CHARLESTON KANAWHA ARPT      ,US,WV,KCRW,38.379,-81.590,+0299.3,19490201,19721231
999999,13867,PARKERSBURG WSO              ,US,WV,PKB ,39.267,-81.567,+0187.5,19480101,19550101
999999,13868,PULASKI                      ,US,VA,KPSK,37.133,-80.683,+0641.6,19490101,19550101
999999,13869,ALBANY MUNICIPAL AP          ,US,GA,KABY,31.536,-84.194,+0058.8,19480101,19550101
999999,13870,ALMA BACON COUNTY AP         ,US,GA,KAMG,31.536,-82.507,+0062.8,19490101,19590101
999999,13871,ANNISTON CALHOUN CO AP       ,US,AL,KANB,33.587,-85.856,+0182.9,19480101,19550501
999999,13873,ATHENS MUNICIPAL ARPT        ,US,GA,KAHN,33.948,-83.328,+0244.4,19550901,19721231
999999,13874,ATLANTA HARTSFIELD INTL AP   ,US,GA,KATL,33.63,-84.442,+0312.7,19450101,19721231
999999,13876,BIRMINGHAM MUNICIPAL AP      ,US,AL,KBHM,33.566,-86.745,+0192.0,19480101,19721231
999999,13877,BRISTOL TRI CITY AIRPORT     ,US,TN,KTRI,36.473,-82.404,+0464.8,19480101,19721231
999999,13878,BRUNSWICK MALCOLM MCKINNON AP,US,GA,KSSI,31.152,-81.391,+0007.3,19481201,19550101
999999,13880,CHARLESTON                   ,US,SC,KCHS,32.899,-80.040,+0014.6,19710101,19721231
999999,13881,CHARLOTTE DOUGLAS MUNICIPAL A,US,NC,KCLT,35.224,-80.955,+0234.4,19480101,19721231
999999,13882,CHATTANOOGA LOVELL FIELD AP  ,US,TN,KCHA,35.031,-85.201,+0209.7,19480101,19721231
999999,13883,COLUMBIA METRO ARPT          ,US,SC,KCAE,33.942,-81.118,+0068.6,19480101,19721231
999999,13884,CRESTVIEW BOB SIKES AP       ,US,FL,KCEW,30.78,-86.523,+0056.4,19480101,19550101
999999,13885,EVERGREEN INTERMEDIATE FLD   ,US,AL,EVR ,31.417,-87.033,+0078.0,19491201,19550101
999999,13889,JACKSONVILLE IMESON          ,US,FL,KJAX,30.495,-81.694,+0009.8,19660101,19721231
999999,13891,KNOXVILLE MCGHEE TYSON AP    ,US,TN,KTYS,35.818,-83.986,+0298.7,19650101,19721231
999999,13893,MEMPHIS MUNICIPAL ARPT       ,US,TN,KMEM,35.056,-89.987,+0101.2,19480101,19721231
999999,13894,MOBILE REGIONAL AP           ,US,AL,KMOB,30.688,-88.246,+0067.4,19480101,19721231
999999,13895,MONTGOMERY DANNELLY FIELD    ,US,AL,KMGM,32.3,-86.408,+0061.6,19480101,19721231
999999,13896,MUSCLE SHOALS REGIONAL AP    ,US,AL,KMSL,34.744,-87.600,+0171.3,19481201,19550101
999999,13897,NASHVILLE BERRY FIELD        ,US,TN,KBNA,36.119,-86.689,+0184.4,19480101,19721231
999999,13899,PENSACOLA REGIONAL AP        ,US,FL,KPNS,30.478,-87.187,+0036.0,19481231,19721231
999999,13902,ALTUS AAF                    ,US,OK,KLTS,34.65,-99.267,+0421.2,19710101,19710101
999999,13904,AUSTIN BERGSTROM AFB         ,US,TX,KAUS,30.183,-97.680,+0150.9,19490101,19710101
999999,13905,BRYAN AFB                    ,US,TX,    ,30.667,-96.550,+0084.1,19480701,19580612
999999,13907,DALLAS HENSLEY FIELD AFB     ,US,TX,    ,32.75,-96.967,+0149.0,19490101,19520421
999999,13910,ABILENE DYESS AAF            ,US,TX,KDYS,32.433,-99.850,+0545.3,19710101,19710101
999999,13919,OKLAHOMA CITY TINKER AAF     ,US,OK,KTIK,35.417,-97.383,+0393.5,19710101,19710101
999999,13920,FORBES FIELD AAF             ,US,KS,KFOE,38.95,-95.664,+0328.9,19710101,19710101
999999,13928,WACO JAMES CONNALLY AFB      ,US,TX,    ,31.633,-97.067,+0153.0,19490101,19680831
999999,13930,WHITEMAN AAF                 ,US,MO,KSZL,38.717,-93.550,+0265.5,19710101,19710101
999999,13935,ESLER FIELD AAF              ,US,LA,KESF,31.393,-92.296,+0036.0,19600201,19721231
999999,13941,LAKE CHARLES WB AIRP         ,US,LA,KCWF,30.21,-93.143,+0005.2,19480701,19630401
999999,13942,MONROE SELMAN FIELD          ,US,LA,KMLU,32.516,-92.041,+0024.7,19560101,19590101
999999,13944,BARKSDALE AFB                ,US,LA,KBAD,32.5,-93.667,+0050.6,19710101,19710101
999999,13945,FORT SILL POST FIELD AF      ,US,OK,KFSI,34.65,-98.400,+0362.1,19710101,19710101
999999,13956,JACKSON 4 NW                 ,US,MS,    ,32.333,-90.233,+0098.1,19480701,19630708
999999,13957,SHREVEPORT REGIONAL ARPT     ,US,LA,KSHV,32.447,-93.824,+0078.9,19480701,19721231
999999,13958,AUSTIN MUELLER MUNICIPAL AP  ,US,TX,KATT,30.321,-97.760,+0200.6,19480701,19721231
999999,13959,WACO RICH FIELD              ,US,TX,KACT,31.619,-97.228,+0154.8,19690101,19721231
999999,13963,LITTLE ROCK ADAMS FIELD      ,US,AR,KLIT,34.727,-92.239,+0078.3,19480701,19741231
999999,13965,ARDMORE INTERMEDIATE FLD     ,US,OK,    ,34.3,-97.150,+0264.0,19480701,19550101
999999,13966,WICHITA FALLS MUNICIPAL ARPT ,US,TX,KSPS,33.979,-98.493,+0313.9,19650101,19721231
999999,13967,OKLAHOMA CITY WILL ROGERS FIE,US,OK,KOKC,35.389,-97.601,+0397.5,19650101,19721231
999999,13970,BATON ROUGE RYAN ARPT        ,US,LA,KBTR,30.537,-91.147,+0023.2,19480701,19721231
999999,13971,HARRISON FAA AP              ,US,AR,KHRO,36.267,-93.157,+0422.1,19670101,19690101
999999,13972,TYLER POUNDS FIELD           ,US,TX,KTYR,32.354,-95.403,+0167.9,19480701,19991231
999999,13973,JUNCTION                     ,US,TX,KJCT,30.511,-99.766,+0533.1,19480701,19690131
999999,13976,LAFAYETTE REGIONAL AP        ,US,LA,KLFT,30.205,-91.988,+0012.8,19560101,19590101
999999,13978,GREENWOOD MUNICIPAL AP       ,US,MS,KGWO,33.496,-90.087,+0040.5,19490101,19550101
999999,13979,VICKSBURG OLD                ,US,MS,    ,32.4,-90.783,+0036.9,19490101,19500601
999999,13980,ANTHONY                      ,US,KS,    ,37.167,-98.083,+0402.6,19480101,19510101
999999,13981,CHANUTE MARTIN JOHNSON AP    ,US,KS,KCNU,37.67,-95.484,+0308.2,19480101,19650101
999999,13982,CHILLICOTHE                  ,US,MO,    ,39.783,-93.500,+0232.9,19480101,19510101
999999,13983,COLUMBIA MUNICIPAL AP        ,US,MO,COU ,38.967,-92.367,+0237.1,19450101,19691101
999999,13984,CONCORDIA BLOSSER MUNI AP    ,US,KS,KCNK,39.551,-97.651,+0452.3,19480101,19721231
999999,13985,DODGE CITY MUNICIPAL ARPT    ,US,KS,KDDC,37.769,-99.968,+0790.0,19480101,19721231
999999,13986,HUTCHINSON MUNICIPAL AP      ,US,KS,KHUT,38.065,-97.861,+0470.0,19480101,19511231
999999,13987,JOPLIN MUNICIPAL AP          ,US,MO,KJLN,37.147,-94.502,+0300.2,19480101,19550101
999999,13988,KANSAS CITY MUNICIPAL AP     ,US,MO,KMKC,39.121,-94.597,+0228.6,19650101,19721001
999999,13989,EMPORIA MUNICIPAL AP         ,US,KS,KEMP,38.329,-96.195,+0367.6,19501101,19550101
999999,13990,LEBO CAA AIRPORT             ,US,KS,    ,38.433,-95.800,+0352.0,19480501,19501001
999999,13991,MARSHALL                     ,US,MO,    ,39.117,-93.217,+0240.8,19480101,19500501
999999,13992,NEW FLORENCE                 ,US,MO,    ,38.883,-91.433,+0269.1,19480101,19500501
999999,13993,ST JOSEPH WBO                ,US,MO,KSTJ,39.774,-94.923,+0249.3,19480101,19721231
999999,13994,ST LOUIS LAMBERT INT'L ARPT  ,US,MO,KSTL,38.753,-90.374,+0216.4,19450101,19721231
999999,13995,SPRINGFIELD MUNICIPAL ARPT   ,US,MO,KSGF,37.24,-93.390,+0387.1,19480101,19721231
999999,13996,TOPEKA MUNICIPAL AP          ,US,KS,KTOP,39.073,-95.626,+0269.7,19480101,19721231
999999,13997,VICHY ROLLA NATL ARPT        ,US,MO,KVIH,38.131,-91.768,+0346.6,19480101,19650101
999999,13998,WICHITA                      ,US,KS,    ,37.683,-97.350,+0387.1,19480101,19540101
999999,13999,CLINTON NAS                  ,US,OK,KCLK,35.538,-98.933,+0492.3,19450201,19460515
999999,14601,DOW AFB                      ,US,ME,BGR ,44.8,-68.817,+0052.1,19490101,19710101
999999,14605,AUGUSTA AIRPORT              ,US,ME,KAUG,44.316,-69.797,+0109.7,19490101,19550101
999999,14606,BANGOR AIRPORT               ,US,ME,KBGR,44.798,-68.819,+0058.5,19720201,19721231
999999,14607,CARIBOU MUNICIPAL ARPT       ,US,ME,KCAR,46.871,-68.017,+0190.2,19480101,19721231
999999,14608,EASTPORT                     ,US,ME,KEPO,44.917,-67.000,+0028.0,19480101,19480403
999999,14610,MILLINOCKET MUNICIPAL AP     ,US,ME,KMLT,45.648,-68.693,+0122.5,19490101,19650101
999999,14611,BRUNSWICK NAS                ,US,ME,KNHZ,43.9,-69.933,+0022.9,19450201,19721231
999999,14622,OLD TOWN FAA AIRPORT         ,US,ME,KOLD,44.95,-68.667,+0041.1,19490101,19720201
999999,14623,LORING AFB                   ,US,ME,KLIZ,46.95,-67.883,+0221.0,19710101,19710101
999999,14657,GEORGES SHOALS AFS           ,US,MA,    ,41.683,-67.783,+0025.9,19560312,19630625
999999,14658,NANTUCKET SHOALS AFS         ,US,MA,    ,41.017,-69.500,+0027.1,19570410,19630625
999999,14697,CUTLER                       ,US,ME,    ,44.633,-67.283,+0025.9,19800301,19801231
999999,14707,GROTON AAF                   ,US,CT,KGON,41.328,-72.049,+0003.0,19500601,19631231
999999,14708,HEMPSTEAD MITCHELL FLD AFB   ,US,NY,    ,40.733,-73.600,+0038.1,19490101,19610416
999999,14710,MANCHESTER MUNICIPAL AP      ,US,NH,KMHT,42.933,-71.438,+0070.7,19490101,19680624
999999,14732,NEW YORK LAGUARDIA ARPT      ,US,NY,KLGA,40.779,-73.880,+0009.4,19480701,19721231
999999,14733,BUFFALO BUFFALO ARPT         ,US,NY,KBUF,42.941,-78.736,+0214.9,19720101,19721231
999999,14734,NEWARK INTERNATIONAL ARPT    ,US,NJ,KEWR,40.683,-74.169,+0009.1,19480101,19721231
999999,14735,ALBANY COUNTY AP             ,US,NY,KALB,42.743,-73.809,+0089.0,19450101,19721231
999999,14736,ALTOONA BLAIR CO ARPT        ,US,PA,KAOO,40.296,-78.320,+0447.8,19490201,19550101
999999,14737,ALLENTOWN BETHLEHEM-EASTON AR,US,PA,KABE,40.651,-75.449,+0117.3,19480101,19721231
999999,14738,BINGHAMTON TRI-CITIES ARPT   ,US,NY,    ,42.083,-76.100,+0253.9,19480101,19510701
999999,14740,HARTFORD BRADLEY INTL AP     ,US,CT,KBDL,41.938,-72.683,+0054.6,19490101,19721231
999999,14741,BROOKVILLE FAA AP            ,US,PA,    ,41.15,-79.100,+0427.0,19490101,19590101
999999,14742,BURLNGTN ETAN ALN AP         ,US,VT,KBTV,44.468,-73.150,+0103.6,19650101,19721231
999999,14743,CANTON 4 SE                  ,US,NY,    ,44.583,-75.117,+0121.9,19460101,19501031
999999,14745,CONCORD MUNICIPAL ARPT       ,US,NH,KCON,43.195,-71.501,+0105.5,19480101,19721231
999999,14746,CURWENSVILLE                 ,US,PA,    ,41.05,-78.583,+0675.1,19480101,19520416
999999,14747,DUNKIRK CHAUTAUQUA CO AP     ,US,NY,KDKK,42.493,-79.272,+0211.2,19490101,19540101
999999,14748,ELMIRA AIRPORT               ,US,NY,KELM,42.159,-76.892,+0290.8,19490201,19550101
999999,14749,FORT PLAIN WB AP             ,US,NY,    ,42.967,-74.667,+0217.0,19480101,19480901
999999,14750,GLENS FALLS AP               ,US,NY,KGFL,43.35,-73.617,+0101.5,19490201,19550101
999999,14751,HARRISBURG STATE ARPT        ,US,PA,KCXY,40.217,-76.851,+0105.8,19650101,19721231
999999,14752,HARTFORD BRAINARD FD         ,US,CT,KHFD,41.736,-72.651,+0005.8,19450101,19540810
999999,14753,BLUE HILL OBSERVATORY        ,US,MA,    ,42.212,-71.114,+0190.5,19981001,19991231
999999,14754,TOBYHANNA                    ,US,PA,7TB ,41.183,-75.417,+0594.4,19480101,19481001
999999,14757,POUGHKEEPSIE DUTCHESS CO AP  ,US,NY,KPOU,41.627,-73.884,+0049.4,19490101,19550101
999999,14758,NEW HAVEN TWEED AIRPORT      ,US,CT,KHVN,41.264,-72.887,+0004.0,19480101,19690601
999999,14760,PARK PLACE 1 NW WB           ,US,PA,PKL ,40.85,-76.117,+0591.0,19480101,19540610
999999,14761,PHILIPSBURG MID-STATE ARPT   ,US,PA,KPSB,40.9,-78.083,+0593.8,19480101,20041231
999999,14762,PITTSBURGH ALLEGHENY CO AP   ,US,PA,KAGC,40.355,-79.922,+0388.0,19450101,19520915
999999,14763,PITTSFIELD MUNICIPAL AP      ,US,MA,KPSF,42.427,-73.289,+0363.9,19480101,20051231
999999,14764,PORTLAND INTL JETPORT        ,US,ME,KPWM,43.65,-70.300,+0019.2,19480101,19721231
999999,14765,PROVIDENCE T F GREEN ARPT    ,US,RI,KPVD,41.722,-71.433,+0018.9,19480101,19721231
999999,14768,ROCHESTER MONROE CO ARPT     ,US,NY,KROC,43.117,-77.677,+0169.2,19480101,19721231
999999,14770,SELINSGROVE PENN VALLEY AP   ,US,PA,KSEG,40.821,-76.864,+0137.2,19490201,19550101
999999,14771,SYRACUSE MUNICIPL AP         ,US,NY,KSYR,43.111,-76.104,+0127.1,19650101,19721231
999999,14772,TICONDEROGA 3 NE             ,US,NY,    ,43.883,-73.400,+0064.0,19480101,19480915
999999,14774,UTICA CAA AP                 ,US,NY,    ,43.167,-75.317,+0163.1,19490101,19501125
999999,14775,WESTFIELD BARNES MUNI AP     ,US,MA,KBAF,42.158,-72.716,+0082.6,19490101,19520502
999999,14776,LEBANON MUNICIPAL            ,US,NH,KLEB,43.626,-72.305,+0173.7,19490101,19590101
999999,14777,WILKES-BARRE SCRANTON AP     ,US,PA,KAVP,41.334,-75.727,+0293.2,19490101,19721231
999999,14778,WILLIAMSPORT-LYCOMING COUNTY ,US,PA,KIPT,41.243,-76.922,+0160.0,19480701,19721231
999999,14780,LAKEHURST NAS                ,US,NJ,KNEL,40.033,-74.350,+0031.4,19450201,19721231
999999,14781,AYER                         ,US,MA,    ,42.567,-71.600,+0082.0,19450301,19450930
999999,14784,LEWISTON NAAF                ,US,ME,    ,44.05,-70.250,+0082.9,19450301,19450501
999999,14786,NEW YORK FLOYD BENNE         ,US,NY,NSC ,40.583,-73.883,+0004.9,19450401,19701101
999999,14788,QUONSET POINT NAS            ,US,RI,    ,41.583,-71.417,+0009.1,19450301,19740405
999999,14789,SQUANTUM NAS                 ,US,MA,    ,42.267,-71.033,+0004.9,19480201,19531220
999999,14790,SOUTH WEYMOUTH NAS           ,US,MA,KNZW,42.15,-70.933,+0049.4,19460401,20041231
999999,14792,TRENTON MERCER COUNTY AP     ,US,NJ,KTTN,40.277,-74.816,+0064.9,19450220,19451001
999999,14793,WILLOW GROVE NAS             ,US,PA,KNXX,40.2,-75.150,+0110.3,19450201,19721201
999999,14797,BEAR MOUNTAIN WB             ,US,NY,    ,41.317,-74.000,+0396.8,19480101,19530515
999999,14799,BLOCK ISLAND                 ,US,RI,BID ,41.167,-71.567,+0013.1,19480101,19490611
999999,14804,MOUNT CLEMENS SELFRIDGE FLD  ,US,MI,KMTC,42.608,-82.818,+0176.8,19361201,19361231
999999,14808,OSCODA WURTSMITH AAF         ,US,MI,KOSC,44.45,-83.400,+0193.2,19710101,19710101
999999,14810,PARK RIDGE AF                ,US,IL,    ,41.983,-87.900,+0203.0,19490101,19581101
999999,14812,MERCER WB AP                 ,US,PA,    ,41.283,-80.200,+0394.1,19480101,19480915
999999,14813,AKRON FULTON INTERNATIONAL AP,US,OH,KAKR,41.038,-81.464,+0335.6,19480101,19480701
999999,14814,ALPENA WASTEWATER PL         ,US,MI,KAPE,45.067,-83.433,+0179.8,19480101,19490101
999999,14815,BATTLE CREEK KELLOGG AP      ,US,MI,KBTL,42.308,-85.251,+0286.2,19490101,19550101
999999,14816,BRADFORD                     ,US,IL,BDF ,41.233,-89.617,+0242.0,19481201,19550101
999999,14817,CADILLAC WEXFORD CO AP       ,US,MI,KCAD,44.283,-85.417,+0398.4,19481201,19550101
999999,14819,CHICAGO MIDWAY AP            ,US,IL,KMDW,41.786,-87.752,+0188.4,19480101,19721231
999999,14820,CLEVELAND HOPKINS INTL AP    ,US,OH,KCLE,41.405,-81.853,+0245.4,19480101,19721231
999999,14821,COLUMBUS MUNICIPAL ARPT      ,US,OH,KCMH,39.991,-82.881,+0248.7,19480101,19721231
999999,14822,DETROIT CITY AIRPORT         ,US,MI,KDET,42.409,-83.010,+0190.8,19480101,19721231
999999,14823,EAST LIVERPOOL WB AP         ,US,OH,    ,40.683,-80.633,+0355.1,19480101,19480901
999999,14825,FINDLAY AIRPORT              ,US,OH,KFDY,41.014,-83.669,+0247.5,19481201,19550101
999999,14826,FLINT BISHOP ARPT            ,US,MI,KFNT,42.967,-83.749,+0233.5,19481201,19721231
999999,14827,FORT WAYNE CITY              ,US,IN,KFWA,40.971,-85.206,+0252.4,19650101,19721231
999999,14828,GLADWIN                      ,US,MI,    ,43.983,-84.483,+0236.2,19481201,19550101
999999,14829,GOSHEN MUNICIPAL AP          ,US,IN,KGSH,41.533,-85.783,+0252.1,19481201,19550101
999999,14830,GRAND RAPIDS                 ,US,MI,    ,42.9,-85.667,+0213.1,19450101,19631201
999999,14831,GREEN BAY                    ,US,WI,    ,44.517,-87.967,+0182.0,19480101,19490101
999999,14833,JACKSON REYNOLDS FIELD       ,US,MI,KJXN,42.267,-84.467,+0310.9,19490101,19550101
999999,14834,JOLIET                       ,US,IL,KJOT,41.5,-88.167,+0177.1,19460101,19530315
999999,14835,WEST LAFAYETTE PURDUE UNIV AP,US,IN,KLAF,40.412,-86.937,+0194.2,19481201,19550101
999999,14836,LANSING CAPITAL CITY ARPT    ,US,MI,KLAN,42.78,-84.579,+0266.4,19480101,19721231
999999,14837,MADISON TRUAX FIELD          ,US,WI,KMSN,43.141,-89.345,+0264.0,19650101,19721231
999999,14838,MARQUETTE WBO                ,US,MI,    ,46.567,-87.400,+0206.3,19480101,19490101
999999,14839,MILWAUKEE NB SIDE PO         ,US,WI,KMKE,42.955,-87.904,+0211.2,19650101,19721231
999999,14840,MUSKEGON COUNTY ARPT         ,US,MI,KMKG,43.171,-86.237,+0192.9,19480101,19721231
999999,14841,PELLSTON EMMET COUNTY AP     ,US,MI,KPLN,45.564,-84.793,+0217.9,19480101,19550101
999999,14842,PEORIA GREATER PEORIA AP     ,US,IL,KPIA,40.668,-89.684,+0201.8,19480101,19721231
999999,14843,PERRY CAA AP                 ,US,OH,    ,41.783,-81.100,+0210.9,19481201,19500122
999999,14844,ROCKFORD CAA AIRPORT         ,US,IL,    ,42.35,-89.050,+0225.9,19481201,19510301
999999,14845,SAGINAW TRI CITY INTL AP     ,US,MI,KMBS,43.533,-84.080,+0204.2,19481201,19650101
